shaft_diameter,hub_length,shaft_type,shaft_material,has_bending,safety_factor,surface_condition,mu_override,hub_outer_diameter,shaft_inner_diameter,required_torque,pref_ease,pref_movement,pref_cost,pref_vibration,pref_speed,pref_bidirectional,pref_maintenance,pref_durability,label,analytical_label,feasible
30.0,23.0,solid,SteelC45E,0.0,1.6,oiled,,62.0,,26653.0,0.3,1.0,0.3,0.1,0.4,1.0,0.4,0.8,spline,spline,1.0
35.0,42.0,solid,Aluminum 6061,1.0,1.4,dry,,73.0,,50052.0,0.3,0.5,0.9,1.0,0.6,0.2,0.2,0.5,press,press,1.0
50.0,26.0,solid,Aluminum 7075,0.0,1.6,oiled,,115.0,,126420.0,0.2,0.2,0.6,0.7,0.5,0.5,0.9,0.5,key,key,1.0
25.0,26.0,solid,Steel 42CrMo4,1.0,1.7,dry,,68.0,,8258.0,0.6,0.2,0.3,1.0,0.1,0.7,0.7,0.4,key,key,1.0
120.0,62.0,solid,Cast Iron GGG40,0.0,1.5,dry,,299.0,,566950.0,0.0,1.0,0.1,0.5,0.6,0.3,0.2,0.4,spline,spline,1.0
14.0,14.0,solid,Steel S235,1.0,1.4,oiled,,40.0,,3119.0,0.4,0.6,0.5,0.0,1.0,0.5,0.5,0.8,spline,spline,1.0
25.0,31.0,solid,SteelC45E,1.0,1.5,oiled,,57.0,,17225.0,0.6,0.3,0.4,0.1,0.2,0.5,0.5,0.3,key,key,1.0
20.0,21.0,solid,Cast Iron GGG40,1.0,1.4,oiled,,48.0,,13854.0,0.9,0.5,0.6,0.4,0.6,0.2,0.3,0.1,key,key,1.0
40.0,39.0,solid,Steel C45,1.0,1.7,oiled,,106.0,,97409.0,0.6,0.7,0.6,0.5,0.2,0.9,0.6,0.9,spline,spline,1.0
35.0,36.0,solid,Stainless 304,1.0,1.6,oiled,,97.0,,76882.0,0.3,0.9,0.3,0.7,1.0,0.0,0.8,0.2,key,key,1.0
30.0,20.0,hollow,Cast Iron GGG40,0.0,1.7,dry,,59.0,15.0,27245.0,0.4,0.7,0.8,0.4,0.7,0.2,1.0,0.9,spline,spline,1.0
14.0,9.0,solid,Bronze CuSn8,0.0,1.5,dry,,31.0,,3396.0,1.0,0.7,0.0,1.0,0.9,0.9,0.1,0.4,spline,spline,1.0
20.0,21.0,solid,Aluminum 6061,1.0,1.5,dry,0.22,42.0,,8870.0,0.5,0.3,1.0,0.1,0.8,0.3,0.4,0.2,key,key,1.0
45.0,43.0,solid,Aluminum 7075,1.0,1.8,dry,,109.0,,132073.0,0.4,0.2,1.0,0.4,0.9,0.5,0.1,0.9,press,press,1.0
90.0,103.0,hollow,Aluminum 6061,1.0,1.9,dry,,235.0,30.0,643736.0,0.2,0.9,0.4,0.4,0.5,0.1,1.0,1.0,spline,spline,1.0
25.0,28.0,solid,Aluminum 6061,1.0,1.6,oiled,,68.0,,16332.0,0.2,0.4,0.6,1.0,0.3,0.9,0.8,0.1,press,press,1.0
35.0,32.0,hollow,Steel S235,1.0,1.6,dry,,100.0,13.0,23959.0,0.4,0.3,0.5,0.4,1.0,0.6,0.7,0.4,key,key,1.0
70.0,79.0,solid,Aluminum 6061,1.0,1.7,oiled,,140.0,,546792.0,0.7,0.2,0.7,0.3,0.0,0.3,0.9,0.7,spline,spline,1.0
30.0,36.0,solid,Stainless 304,1.0,1.6,oiled,,58.0,,47869.0,0.8,0.7,0.7,0.7,0.4,0.1,0.4,0.2,key,key,1.0
20.0,19.0,hollow,Steel S235,1.0,1.3,dry,,40.0,12.0,5699.0,0.4,0.9,0.7,0.0,0.4,0.7,0.6,0.4,spline,spline,1.0
120.0,128.0,solid,Cast Iron GGG40,1.0,1.7,dry,,310.0,,1903296.0,0.7,0.4,0.0,0.5,0.5,0.4,0.0,0.6,spline,spline,1.0
130.0,154.0,solid,Aluminum 7075,1.0,1.3,oiled,,273.0,,2351982.0,0.9,0.7,0.5,0.9,0.8,0.5,0.7,0.2,press,press,1.0
20.0,20.0,solid,Aluminum 6061,1.0,1.6,oiled,0.11,51.0,,4977.0,0.8,0.5,0.1,1.0,1.0,0.6,0.9,0.5,spline,spline,1.0
80.0,78.0,solid,Steel S235,1.0,1.6,oiled,,212.0,,672746.0,0.7,0.3,0.7,0.1,0.0,0.6,0.0,0.0,key,key,1.0
40.0,42.0,solid,Steel C45,1.0,1.7,dry,,87.0,,81410.0,1.0,0.5,0.6,0.9,0.9,0.2,0.2,0.1,key,key,1.0
45.0,55.0,hollow,Steel 16MnCr5,1.0,1.7,dry,,114.0,18.0,135654.0,0.3,0.5,0.6,0.1,0.3,0.0,0.4,0.6,key,key,1.0
35.0,37.0,solid,Stainless 304,1.0,1.5,oiled,,101.0,,23986.0,0.4,0.2,0.4,0.5,0.8,0.7,0.9,0.6,key,key,1.0
120.0,77.0,hollow,Steel E360,0.0,1.6,oiled,,240.0,54.0,913544.0,0.8,0.8,0.0,0.5,0.2,0.7,1.0,0.5,spline,spline,1.0
60.0,47.0,solid,Stainless 304,0.0,1.5,oiled,,137.0,,229782.0,0.2,0.7,0.4,0.6,0.4,0.4,0.5,0.5,spline,spline,1.0
80.0,45.0,solid,SteelC45E,0.0,1.6,oiled,,201.0,,518332.0,0.9,0.3,1.0,0.8,0.9,0.0,0.1,1.0,press,press,1.0
40.0,38.0,solid,Steel S235,1.0,1.5,oiled,,109.0,,94044.0,0.3,0.6,0.9,0.7,0.6,1.0,0.9,0.3,key,key,1.0
110.0,48.0,hollow,Steel E360,0.0,1.2,oiled,,213.0,53.0,943650.0,0.0,0.4,0.8,0.0,0.2,0.4,0.9,0.1,press,press,1.0
45.0,44.0,hollow,Steel 16MnCr5,1.0,1.4,oiled,0.18,103.0,20.0,75706.0,0.7,0.7,0.9,0.3,0.7,0.5,0.4,0.6,spline,spline,1.0
90.0,81.0,solid,Aluminum 7075,1.0,1.6,oiled,,186.0,,450544.0,1.0,0.6,0.8,1.0,0.5,0.9,0.0,0.3,spline,spline,1.0
100.0,50.0,solid,Steel C45,0.0,1.6,oiled,,248.0,,373473.0,0.7,0.7,0.6,0.7,0.8,0.6,0.2,1.0,spline,spline,1.0
110.0,135.0,solid,Cast Iron GGG40,1.0,1.9,dry,,292.0,,1841471.0,0.1,0.1,0.7,0.2,0.7,0.7,0.9,1.0,press,press,1.0
50.0,39.0,solid,Steel C45,0.0,1.5,dry,,126.0,,126263.0,0.1,0.6,1.0,0.5,0.5,0.3,0.0,0.6,spline,spline,1.0
35.0,44.0,solid,Steel S235,1.0,1.7,oiled,,85.0,,23417.0,0.7,0.8,0.0,0.1,0.5,0.4,0.7,1.0,spline,spline,1.0
20.0,22.0,solid,Aluminum 7075,1.0,1.9,oiled,,54.0,,11699.0,0.5,0.9,0.9,1.0,0.5,0.4,0.4,0.3,press,press,1.0
80.0,100.0,solid,Bronze CuSn8,1.0,1.6,oiled,,167.0,,696777.0,0.7,0.2,0.4,0.0,0.3,0.5,0.3,1.0,spline,spline,1.0
50.0,60.0,solid,Steel C45,1.0,1.5,oiled,,104.0,,118533.0,0.4,0.3,0.9,0.5,0.7,0.7,0.3,0.2,key,key,1.0
35.0,39.0,hollow,Steel S235,1.0,1.4,dry,0.22,98.0,13.0,57892.0,0.4,0.4,1.0,0.8,1.0,0.0,0.2,1.0,spline,spline,1.0
230.0,290.0,solid,Stainless 304,1.0,1.5,oiled,0.23,522.0,,13640156.0,0.7,0.2,1.0,0.3,0.8,0.8,0.4,0.8,press,press,1.0
40.0,43.0,hollow,Steel 16MnCr5,1.0,1.8,oiled,,98.0,18.0,75984.0,0.1,0.3,0.9,0.2,1.0,1.0,0.1,0.8,spline,spline,1.0
40.0,38.0,solid,Bronze CuSn8,1.0,1.6,oiled,0.06,102.0,,101489.0,0.7,0.0,0.1,0.4,1.0,0.1,0.4,0.2,spline,spline,1.0
45.0,44.0,solid,Steel 16MnCr5,1.0,1.5,oiled,,122.0,,90228.0,0.2,0.7,1.0,0.5,0.4,0.9,0.6,0.5,spline,spline,1.0
90.0,110.0,solid,Stainless 304,1.0,1.5,dry,0.07,184.0,,829605.0,0.9,0.0,0.8,1.0,0.4,1.0,0.0,0.4,press,press,1.0
30.0,17.0,solid,Steel C45,0.0,1.7,dry,,55.0,,38795.0,0.7,0.3,0.1,1.0,0.4,0.7,0.9,0.9,spline,spline,1.0
90.0,51.0,solid,Bronze CuSn8,0.0,1.6,dry,0.09,229.0,,837251.0,0.5,0.2,0.6,0.5,0.0,1.0,0.7,0.9,spline,spline,1.0
60.0,25.0,solid,SteelC45E,0.0,1.5,dry,,126.0,,211896.0,0.9,1.0,0.5,0.8,0.8,0.4,1.0,0.3,spline,spline,1.0
16.0,18.0,solid,Cast Iron GG25,1.0,1.5,oiled,,37.0,,4590.0,0.2,0.8,0.1,0.6,0.7,0.2,0.2,0.7,spline,spline,1.0
20.0,23.0,hollow,Steel 42CrMo4,1.0,1.7,dry,,43.0,6.0,13437.0,0.6,0.1,0.2,0.5,0.4,0.4,0.1,0.2,key,key,1.0
60.0,69.0,solid,Steel 42CrMo4,1.0,1.5,dry,,165.0,,122756.0,0.3,0.8,0.9,0.9,0.3,0.3,0.8,0.1,key,key,1.0
80.0,50.0,solid,Cast Iron GGG40,0.0,1.7,dry,0.14,187.0,,320284.0,0.8,0.7,0.1,0.6,1.0,0.1,1.0,0.2,key,key,1.0
110.0,142.0,solid,Cast Iron GGG40,1.0,1.5,oiled,,265.0,,1666639.0,0.3,0.6,1.0,0.8,0.2,0.7,0.7,1.0,press,press,1.0
20.0,25.0,solid,SteelC45E,1.0,1.7,dry,,57.0,,6166.0,0.5,1.0,0.6,0.1,0.8,0.0,0.4,0.5,spline,spline,1.0
60.0,69.0,solid,Steel 42CrMo4,1.0,1.6,oiled,,155.0,,194290.0,0.4,0.6,0.2,0.9,0.8,0.0,0.4,0.7,spline,spline,1.0
25.0,24.0,solid,Steel C45,1.0,1.5,dry,0.22,52.0,,7243.0,0.7,0.1,0.4,0.1,0.6,0.7,0.5,0.3,key,key,1.0
20.0,9.0,hollow,Steel E360,0.0,1.5,oiled,,40.0,8.0,3229.0,0.3,0.1,0.6,0.2,0.7,0.5,0.3,0.9,spline,spline,1.0
45.0,44.0,solid,Bronze CuSn8,1.0,1.7,dry,,104.0,,47694.0,0.3,0.9,0.5,0.5,1.0,1.0,0.9,0.0,spline,spline,1.0
25.0,23.0,hollow,SteelC45E,1.0,1.5,dry,,68.0,12.0,17908.0,0.4,0.9,0.5,0.4,0.1,0.7,1.0,0.4,spline,spline,1.0
50.0,32.0,solid,Cast Iron GG25,0.0,1.4,dry,,109.0,,104755.0,0.3,0.5,0.4,0.4,0.2,0.3,0.3,0.4,press,press,1.0
45.0,58.0,solid,Steel E360,1.0,1.6,dry,,108.0,,148736.0,0.6,0.4,0.0,0.8,0.3,0.2,0.8,0.0,key,key,1.0
60.0,42.0,hollow,Aluminum 6061,0.0,1.7,oiled,,117.0,18.0,87287.0,0.6,0.8,0.0,0.1,0.9,0.5,0.9,0.8,spline,spline,1.0
40.0,52.0,solid,Steel S235,1.0,1.6,oiled,,117.0,,74064.0,0.5,0.7,0.0,0.8,0.1,0.6,0.1,1.0,spline,spline,1.0
80.0,99.0,solid,Aluminum 6061,1.0,1.6,oiled,0.06,215.0,,551086.0,0.1,0.9,0.3,0.1,0.1,0.8,0.1,0.0,spline,spline,1.0
20.0,20.0,hollow,Steel C45,1.0,1.3,oiled,,56.0,8.0,4452.0,1.0,0.9,0.6,0.5,0.2,0.4,0.7,0.7,spline,spline,1.0
70.0,84.0,solid,Steel C45,1.0,1.7,oiled,,195.0,,183121.0,0.2,0.2,1.0,0.1,0.2,0.3,0.7,0.9,key,key,1.0
90.0,62.0,solid,Aluminum 6061,0.0,1.3,oiled,,203.0,,749293.0,0.5,0.0,0.3,0.8,0.5,0.5,0.3,0.1,spline,spline,1.0
70.0,79.0,solid,Bronze CuSn8,1.0,1.5,dry,,168.0,,414827.0,0.9,0.1,1.0,0.9,0.9,0.2,0.0,0.5,press,press,1.0
40.0,42.0,solid,Stainless 304,1.0,1.7,dry,,109.0,,96250.0,0.1,0.7,0.8,0.9,1.0,0.2,0.9,0.3,key,key,1.0
100.0,95.0,solid,Cast Iron GGG40,1.0,1.7,dry,,239.0,,632694.0,0.0,0.9,0.3,0.7,0.5,0.8,0.6,1.0,spline,spline,1.0
50.0,38.0,solid,Aluminum 6061,0.0,1.6,dry,,116.0,,86136.0,0.9,0.2,0.9,0.1,0.7,0.7,1.0,0.5,press,press,1.0
50.0,65.0,solid,Bronze CuSn8,1.0,1.7,dry,,110.0,,124918.0,1.0,1.0,0.0,0.9,0.1,0.6,0.6,1.0,spline,spline,1.0
90.0,51.0,hollow,Aluminum 7075,0.0,1.8,dry,,200.0,48.0,945618.0,0.1,0.6,0.1,0.2,0.2,0.3,0.5,0.2,spline,spline,1.0
35.0,34.0,solid,Cast Iron GG25,1.0,1.9,oiled,,82.0,,27947.0,0.5,0.7,0.4,0.4,0.9,0.1,0.6,0.5,press,press,1.0
60.0,65.0,solid,Steel 42CrMo4,1.0,1.6,dry,,122.0,,268337.0,1.0,1.0,0.0,1.0,0.8,0.5,0.0,0.0,spline,spline,1.0
80.0,94.0,solid,Aluminum 6061,1.0,1.9,oiled,,206.0,,746054.0,0.0,0.7,0.4,0.6,1.0,0.7,0.4,0.8,spline,spline,1.0
60.0,56.0,solid,Bronze CuSn8,1.0,1.7,dry,,122.0,,244516.0,0.1,1.0,1.0,0.6,0.0,0.3,0.1,0.4,press,press,1.0
30.0,14.0,solid,Aluminum 6061,0.0,1.3,oiled,0.14,65.0,,22543.0,0.0,1.0,0.9,0.4,0.9,0.0,0.9,0.6,press,press,1.0
50.0,55.0,solid,Steel S235,1.0,1.3,dry,,110.0,,167848.0,0.4,0.2,0.7,0.7,0.9,0.6,0.3,0.5,spline,spline,1.0
80.0,34.0,solid,Aluminum 7075,0.0,1.7,oiled,,185.0,,286795.0,0.5,0.9,0.5,0.6,0.3,0.4,0.5,1.0,spline,spline,1.0
30.0,35.0,hollow,Stainless 304,1.0,1.3,oiled,,61.0,15.0,40810.0,0.8,0.9,0.1,0.7,0.1,0.8,0.5,0.1,spline,spline,1.0
35.0,25.0,hollow,Steel C45,0.0,1.4,oiled,,73.0,15.0,62715.0,0.1,0.5,0.9,0.3,0.8,0.2,0.5,0.5,key,key,1.0
45.0,51.0,solid,Cast Iron GGG40,1.0,1.5,dry,,109.0,,92332.0,0.3,0.6,0.6,0.0,0.6,0.6,0.1,0.1,spline,spline,1.0
110.0,138.0,solid,Aluminum 6061,1.0,1.5,oiled,,257.0,,1202471.0,0.1,0.7,0.3,0.4,0.6,0.1,0.7,0.4,key,key,1.0
80.0,98.0,solid,Aluminum 6061,1.0,1.6,oiled,,185.0,,540703.0,0.5,0.8,0.2,0.3,0.8,0.2,0.8,0.1,key,key,1.0
30.0,23.0,hollow,Steel S235,0.0,1.3,oiled,,73.0,13.0,24920.0,0.8,0.8,0.1,0.7,1.0,0.5,0.4,0.2,spline,spline,1.0
20.0,23.0,solid,SteelC45E,1.0,1.6,dry,,51.0,,10172.0,0.8,1.0,0.8,0.8,1.0,0.0,0.2,0.6,spline,spline,1.0
100.0,47.0,hollow,Stainless 304,0.0,1.9,dry,,232.0,33.0,808033.0,0.2,0.7,0.2,0.2,0.1,0.2,0.2,0.9,spline,spline,1.0
40.0,41.0,solid,Cast Iron GGG40,1.0,1.4,dry,,87.0,,77854.0,0.6,0.2,0.6,0.1,0.9,0.8,0.8,0.3,key,key,1.0
30.0,29.0,solid,Cast Iron GGG40,1.0,1.6,dry,,76.0,,39815.0,0.9,0.4,0.8,0.4,0.0,0.1,0.3,0.8,key,key,1.0
45.0,55.0,hollow,Aluminum 6061,1.0,1.3,oiled,,105.0,20.0,57980.0,0.9,0.3,0.2,0.8,0.5,0.4,0.6,0.0,press,press,1.0
80.0,79.0,solid,Steel S235,1.0,1.8,oiled,,219.0,,268720.0,0.7,0.7,0.0,0.1,0.9,0.8,0.3,0.9,spline,spline,1.0
90.0,100.0,hollow,Steel E360,1.0,1.8,dry,,208.0,46.0,1040927.0,0.1,0.5,0.0,0.5,0.0,0.3,0.4,1.0,spline,spline,1.0
45.0,41.0,hollow,Steel 42CrMo4,1.0,1.6,dry,,128.0,22.0,35599.0,0.7,0.8,0.5,0.3,0.5,0.7,0.1,0.1,spline,spline,1.0
60.0,67.0,solid,Aluminum 7075,1.0,1.6,dry,0.16,168.0,,344556.0,0.3,1.0,1.0,0.8,0.3,0.9,0.2,0.5,spline,spline,1.0
110.0,118.0,solid,Steel C45,1.0,1.6,dry,,314.0,,532574.0,0.9,0.2,1.0,0.4,0.5,1.0,0.3,0.7,spline,spline,1.0
30.0,28.0,solid,Stainless 304,1.0,1.9,dry,,61.0,,42096.0,0.6,0.0,0.2,0.1,0.4,0.7,0.4,0.6,key,key,1.0
25.0,25.0,solid,Steel 16MnCr5,1.0,1.8,dry,,65.0,,20503.0,1.0,0.2,0.3,0.3,0.4,0.5,0.3,1.0,spline,spline,1.0
30.0,39.0,solid,Cast Iron GG25,1.0,1.5,dry,,67.0,,12113.0,0.1,0.0,0.9,0.3,0.6,1.0,0.3,0.5,key,key,1.0
120.0,152.0,solid,Steel S235,1.0,1.5,dry,,253.0,,1054073.0,0.7,0.6,0.9,0.7,0.4,0.4,0.1,0.6,spline,spline,1.0
80.0,102.0,solid,Steel C45,1.0,1.5,oiled,0.13,200.0,,583562.0,0.8,0.4,0.8,0.1,1.0,0.5,0.4,0.6,spline,spline,1.0
35.0,38.0,solid,Steel E360,1.0,1.5,oiled,,96.0,,42675.0,0.9,0.8,1.0,0.2,0.1,0.7,0.0,0.5,spline,spline,1.0
70.0,71.0,solid,Cast Iron GG25,1.0,1.7,oiled,,156.0,,401434.0,0.7,1.0,0.8,0.5,0.3,0.0,0.5,0.7,spline,spline,1.0
20.0,12.0,solid,Stainless 304,0.0,1.7,dry,,44.0,,10229.0,0.9,0.9,1.0,0.4,0.3,0.4,0.3,0.7,key,key,1.0
60.0,67.0,hollow,Steel C45,1.0,1.8,dry,,134.0,28.0,271519.0,0.4,0.8,0.0,0.2,0.2,0.0,0.7,1.0,spline,spline,1.0
30.0,27.0,solid,Steel E360,1.0,1.5,dry,,81.0,,23620.0,0.6,0.0,0.7,0.6,0.8,0.9,0.1,0.0,key,key,1.0
30.0,30.0,hollow,Stainless 304,1.0,1.6,dry,,71.0,15.0,22036.0,0.9,0.6,0.7,0.2,0.3,0.9,0.9,0.8,spline,spline,1.0
50.0,61.0,solid,Cast Iron GGG40,1.0,1.7,dry,,130.0,,156970.0,0.9,0.6,0.4,0.6,0.8,0.6,0.8,0.6,spline,spline,1.0
90.0,113.0,solid,Aluminum 7075,1.0,1.7,dry,,249.0,,491727.0,0.3,0.3,0.4,0.8,0.4,0.6,1.0,0.4,press,press,1.0
120.0,136.0,solid,Steel E360,1.0,1.5,dry,0.12,265.0,,1315700.0,0.5,0.9,0.9,0.1,0.8,0.5,0.7,0.1,key,key,1.0
25.0,24.0,hollow,Steel 16MnCr5,1.0,1.7,oiled,,62.0,15.0,15516.0,0.9,0.1,0.5,0.4,0.8,0.9,0.4,0.7,spline,spline,1.0
70.0,36.0,solid,Cast Iron GGG40,0.0,1.6,dry,,153.0,,353843.0,0.7,0.0,0.0,0.8,0.7,0.7,0.1,0.6,press,press,1.0
50.0,38.0,solid,Steel 42CrMo4,0.0,1.7,dry,,111.0,,183945.0,0.6,0.4,0.0,0.7,0.5,0.2,0.2,0.5,spline,spline,1.0
110.0,99.0,hollow,Steel 16MnCr5,1.0,1.6,dry,,305.0,43.0,1107449.0,0.2,0.2,0.2,0.5,0.1,0.2,0.6,0.5,key,key,1.0
35.0,20.0,solid,Cast Iron GG25,0.0,1.5,oiled,,68.0,,66025.0,0.9,0.0,0.7,0.4,0.3,0.4,0.5,0.2,spline,spline,1.0
90.0,62.0,solid,Cast Iron GGG40,0.0,1.7,oiled,,193.0,,609093.0,0.5,0.7,0.4,0.5,0.0,0.1,0.1,0.8,spline,spline,1.0
30.0,23.0,solid,Bronze CuSn8,0.0,1.5,oiled,,58.0,,11231.0,1.0,0.3,0.8,0.5,0.6,0.9,0.4,0.3,key,key,1.0
45.0,53.0,solid,Aluminum 7075,1.0,1.8,dry,,123.0,,88503.0,0.3,0.1,0.0,0.1,0.8,0.6,0.5,0.3,press,press,1.0
40.0,21.0,hollow,Cast Iron GG25,0.0,1.8,oiled,,98.0,17.0,104309.0,0.3,0.6,0.2,0.8,0.1,0.5,0.6,0.6,spline,spline,1.0
150.0,165.0,solid,Steel C45,1.0,1.8,dry,,360.0,,3727354.0,0.1,0.0,0.9,1.0,0.5,0.6,0.9,1.0,press,press,1.0
25.0,26.0,solid,Aluminum 6061,1.0,1.4,oiled,,68.0,,8296.0,0.0,0.0,0.5,0.2,0.3,0.6,0.4,0.0,key,key,1.0
25.0,27.0,solid,Steel S235,1.0,1.7,oiled,,63.0,,26802.0,0.1,0.3,0.2,0.2,0.0,0.9,0.5,0.0,key,key,1.0
25.0,24.0,solid,Cast Iron GGG40,1.0,1.9,dry,,64.0,,13116.0,0.3,0.9,0.3,0.7,0.5,0.9,0.5,0.9,spline,spline,1.0
45.0,47.0,solid,Aluminum 7075,1.0,1.7,oiled,,120.0,,128431.0,0.8,0.4,0.9,0.1,0.4,0.7,0.4,0.7,spline,spline,1.0
35.0,40.0,solid,Cast Iron GG25,1.0,1.7,dry,,80.0,,62769.0,0.6,0.6,0.5,0.2,0.2,0.9,0.8,1.0,spline,spline,1.0
50.0,46.0,solid,Stainless 304,1.0,1.8,dry,,145.0,,128118.0,0.6,0.0,0.3,0.5,0.8,0.6,0.0,0.6,spline,spline,1.0
50.0,50.0,hollow,Steel C45,1.0,1.5,dry,0.09,136.0,29.0,122140.0,0.9,0.9,0.8,0.7,0.1,0.7,0.9,0.7,spline,spline,1.0
60.0,45.0,solid,Aluminum 7075,0.0,1.2,dry,,120.0,,282731.0,0.1,0.2,0.7,0.2,0.9,0.3,0.4,0.4,press,press,1.0
50.0,61.0,solid,Aluminum 6061,1.0,1.6,oiled,,136.0,,202578.0,0.2,0.1,0.8,0.9,0.5,0.8,0.2,0.9,spline,spline,1.0
110.0,140.0,hollow,Steel 42CrMo4,1.0,1.8,dry,,278.0,49.0,1541307.0,0.2,0.6,0.2,0.9,0.4,0.6,0.9,0.5,spline,spline,1.0
70.0,77.0,hollow,Aluminum 7075,1.0,1.7,dry,,170.0,25.0,394226.0,1.0,0.1,0.7,0.7,0.2,0.2,0.5,0.8,press,press,1.0
80.0,84.0,solid,Bronze CuSn8,1.0,1.6,oiled,,155.0,,645173.0,0.2,0.5,0.2,0.5,0.9,0.7,1.0,0.1,press,press,1.0
40.0,47.0,hollow,Steel C45,1.0,1.5,oiled,,102.0,22.0,64924.0,0.9,0.9,0.8,0.4,0.6,0.0,0.5,0.2,key,key,1.0
30.0,38.0,solid,Steel E360,1.0,1.5,dry,,74.0,,39919.0,0.4,0.5,1.0,0.2,0.6,0.6,0.2,0.0,key,key,1.0
120.0,58.0,hollow,Bronze CuSn8,0.0,1.7,dry,,288.0,54.0,2374901.0,0.4,0.0,0.9,0.8,0.6,0.2,0.9,0.4,spline,spline,1.0
30.0,12.0,solid,Aluminum 7075,0.0,1.4,dry,,58.0,,33067.0,0.4,0.9,0.9,0.0,0.0,0.8,0.3,0.8,spline,spline,1.0
60.0,40.0,solid,Bronze CuSn8,0.0,1.6,dry,,152.0,,294679.0,0.3,0.2,0.2,0.6,0.3,0.0,0.3,0.5,press,press,1.0
100.0,79.0,solid,Steel 42CrMo4,0.0,1.6,dry,,242.0,,1084684.0,0.8,0.4,0.4,0.4,0.0,0.9,0.8,0.0,key,key,1.0
210.0,231.0,solid,Aluminum 7075,1.0,1.6,oiled,,534.0,,4012012.0,0.4,0.8,0.8,0.9,0.7,0.8,0.5,0.7,spline,spline,1.0
80.0,62.0,hollow,Steel E360,0.0,1.4,oiled,,180.0,29.0,368498.0,0.8,1.0,0.5,0.5,0.9,0.4,1.0,0.5,spline,spline,1.0
30.0,32.0,solid,Aluminum 7075,1.0,1.4,oiled,,87.0,,43763.0,0.2,0.2,0.8,0.7,0.4,0.1,0.3,0.8,press,press,1.0
50.0,59.0,solid,Steel E360,1.0,1.7,dry,,120.0,,71870.0,0.2,0.9,0.0,0.3,0.4,0.9,0.5,0.6,spline,spline,1.0
40.0,49.0,hollow,Steel 16MnCr5,1.0,1.4,oiled,,101.0,14.0,41013.0,0.4,0.3,0.5,0.6,0.9,0.3,0.1,0.2,key,key,1.0
30.0,27.0,solid,SteelC45E,1.0,1.9,dry,,79.0,,41335.0,0.9,0.0,0.6,0.6,0.0,1.0,0.1,0.0,key,key,1.0
120.0,65.0,solid,Aluminum 6061,0.0,1.4,oiled,,248.0,,2369561.0,0.6,0.9,0.6,0.2,0.5,0.0,0.2,0.5,spline,spline,1.0
20.0,8.0,solid,Aluminum 6061,0.0,1.6,oiled,,46.0,,9759.0,0.4,0.4,0.1,0.6,0.3,0.5,0.7,0.4,spline,spline,1.0
25.0,30.0,solid,Steel E360,1.0,1.7,dry,,51.0,,25842.0,0.3,0.3,0.4,0.1,0.7,0.3,0.3,0.6,spline,spline,1.0
80.0,98.0,solid,Cast Iron GGG40,1.0,1.8,dry,,166.0,,522419.0,0.3,0.6,0.3,0.0,0.4,0.8,0.2,0.9,spline,spline,1.0
35.0,36.0,solid,SteelC45E,1.0,1.5,oiled,,82.0,,73681.0,0.3,0.4,0.3,0.4,0.4,0.0,0.1,0.7,spline,spline,1.0
120.0,112.0,hollow,Cast Iron GGG40,1.0,1.8,oiled,,253.0,46.0,804355.0,0.6,0.1,0.4,0.4,0.7,1.0,0.7,0.6,press,press,1.0
45.0,57.0,solid,Steel 42CrMo4,1.0,1.7,oiled,,103.0,,37803.0,0.1,0.3,0.0,0.8,0.2,0.1,0.3,0.1,spline,spline,1.0
40.0,42.0,hollow,Aluminum 6061,1.0,1.3,dry,0.22,104.0,16.0,53994.0,0.9,0.6,0.2,0.6,0.3,0.0,0.4,0.4,spline,spline,1.0
60.0,76.0,hollow,Cast Iron GGG40,1.0,1.6,oiled,,145.0,33.0,286010.0,0.2,0.8,0.3,0.6,1.0,0.7,0.8,0.4,spline,spline,1.0
25.0,30.0,solid,Steel S235,1.0,1.8,dry,,62.0,,20964.0,0.2,0.7,0.5,0.9,1.0,0.7,0.6,0.5,spline,spline,1.0
20.0,18.0,solid,Steel C45,1.0,1.6,dry,0.2,43.0,,14828.0,0.3,0.9,0.4,0.8,0.9,0.2,0.6,1.0,spline,spline,1.0
45.0,50.0,solid,Steel E360,1.0,1.8,oiled,,120.0,,122549.0,0.4,0.7,0.5,0.2,0.2,0.5,0.4,0.9,spline,spline,1.0
25.0,27.0,hollow,Aluminum 6061,1.0,1.7,dry,,60.0,8.0,26926.0,0.4,0.8,0.9,0.4,0.2,0.3,0.4,0.3,press,press,1.0
70.0,85.0,solid,Stainless 304,1.0,1.4,oiled,0.18,181.0,,156879.0,0.5,0.7,0.9,1.0,0.4,0.9,0.5,0.6,spline,spline,1.0
60.0,60.0,solid,Steel C45,1.0,1.7,dry,,165.0,,97249.0,0.7,0.3,0.0,0.2,0.9,0.9,0.4,0.1,spline,spline,1.0
90.0,50.0,hollow,Steel C45,0.0,1.6,dry,,182.0,28.0,1046193.0,0.7,1.0,0.8,0.0,0.6,0.2,0.1,0.6,spline,spline,1.0
40.0,26.0,solid,Aluminum 6061,0.0,1.7,oiled,,88.0,,42685.0,0.7,0.0,0.5,0.2,0.1,0.8,0.5,0.8,press,press,1.0
30.0,37.0,solid,Stainless 304,1.0,1.7,oiled,,74.0,,18434.0,0.1,0.5,0.9,0.5,0.6,0.2,0.8,0.8,key,key,1.0
